RBM47
RBM47
E2F8
E2F8
MEX3A
TYW5
GTPBP10
CNOT1
CNOT1
STRA13
STRA13
DDX39A
DDX39A
GTPBP1
MEN1
MEN1
MEN1
MEN1
SUPT5H
SUPT5H
TAF4
EIF3F
EIF3F
ARNTL
ARNTL
ARNTL
ARNTL
FOXE1
FOXE1
FOXE1
FOXE1
FOXE1
FOXE1
FOXE1
IPO5
POLRMT
POLRMT
SAP18
IGF2BP3
IGF2BP3
IGF2BP3
IGF2BP3
RTCA
NR5A2
NR5A2
NR5A2
hMLH1
PES1
PES1
MPHOSPH10
MPHOSPH10
NOP56
NOP56
NOP56
SOX1
DDX3X
DDX3X
DDX3X
DDX3X
DDX3X
DDX3X
DDX3X
NFIB
NFIB
NFIB
NFIB
E2F3
ARID1A
ARID1A
BHLHE40
BHLHE40
BHLHE40
BHLHE40
BHLHE40
BHLHE40
CUX2
UBFD1
CDX4
CHD2
CHD2
KMT2D
PRMT5
TERT
TERT
TERT
TERT
TERT
TERT
TERT
TERT
TERT
MEIS2
MEIS2
MEIS2
TCERG1
TCERG1
PHOX2A
AIM2
KLF11
-
-
HNRNPDL
HNRNPDL
HNRNPDL
HNRNPDL
HNRNPDL
HNRNPDL
U2SURP
ZNF536
SMAD7
LSM1
LSM1
TBX3
TBX3
TRIM24
T
WDR46
WDR46
NKRF
NKRF
CASC3
CASC3
MRPS12
RAD51B
RAD51B
RAD51B
HMGB3
TP73
TP73
EIF3D
EIF3D
EIF3D
EIF3D
EIF3D
EIF3D
EIF3D
EIF3H
EIF3H
EIF3H
NVL
TOX3
FOXP2
FOXP2
SLC16A3
CD3EAP
TLR3
NUPL2
CLOCK
CLOCK
CLOCK
CLOCK
NKX2-8
NKX2-8
NKX2-8
OGG1
OGG1
PER1
PER1
DHX15
DHX15
DHX15
RNMT
RRP8
RRP8
CRX
HOXC11
RBFOX2
RBFOX2
RBFOX2
SART1
SART1
MSI1
HNRNPR
HNRNPR
PRPF3
TPD52L2
ERI3
ERI3
EIF4G3
EIF4G3
TBX1
TBX1
KLF4
RAD51C
FOXO3
FOXO3
SMAD6
SMAD6
XRCC3
XRCC2
XPOT
SNAI2
SNAI2
ZNF207
ACTN4
ACTN4
ACTN4
WBSCR22
HTATSF1
NUDT21
NUDT21
NUDT21
NUDT21
NUDT21
NUDT21
RRP9
RRP9
RRP9
AKAP8
AKAP8
ZBTB14
ZBTB14
CREB3
CREB3
CREB3
CREB3
CREB3
CREB3
KIF1C
KIF1C
AIRE
AIRE
ORC4
DHX16
DHX16
PARK2
SMARCA5
URB1
URB1
ZFC3H1
AQR
AQR
KDM1A
KDM1A
ZIC3
ZIC3
SYNCRIP
SYNCRIP
CDC40
CCNT1
CCNT1
EIF4E2
CCNT2
DIAPH1
EIF1B
USO1
MRPS14
HNRNPCL1
DKC1
DKC1
DKC1
DKC1
DKC1
EIF5B
EIF5B
EIF5B
EDF1
EDF1
KIN
TBL1X
MITF
ROCK2
PTCD1
PTCD1
PTCD1
CPNE3
RNF40
ZC3H11A
ZC3H11A
CLUH
ANKRD17
DUSP11
DUSP11
DUSP11
TBCA
ZNF217
ZNF217
H2AFY
H2AFY
H2AFY
H2AFY
H2AFY
H2AFY
H2AFY
H2AFY
H2AFY
FLNB
CS
PRPF40A
NR1I2
PSIP1
PSIP1
SRSF10
SRSF10
SRSF10
KHDRBS3
KHDRBS3
SF3B1
SF3B1
CSDE1
CSDE1
PRKRA
PRKRA
FOXH1
FOXH1
GCM2
NPM3
NPM3
ERAL1
ERAL1
ERAL1
PRDM1
SNRNP200
SNRNP200
SURF6
SURF6
UTP20
UTP20
RAD51D
RAD51D
POP7
EIF3G
EIF3G
EIF3G
EIF3G
EIF3G
EIF3G
SMNDC1
GLRX3
